date,station_name,min_temp_avg,mon
2003-04-15,Arapaho Ridge,23.5,Apr
1993-07-15,Bear Lake,47.9,Jul
1999-11-01,Bear Lake,23.1,Nov
2002-04-01,Bear Lake,25.9,Apr
2007-11-01,Bear Lake,23.1,Nov
2010-12-01,Bear Lake,16.4,Dec
2012-04-15,Bear Lake,25.9,Apr
2013-09-01,Bear Lake,39.8,Sep
2014-12-01,Bear Lake,16.4,Dec
2015-02-01,Bear Lake,15.1,Feb
2015-09-01,Bear Lake,39.8,Sep
2015-10-01,Bear Lake,33.2,Oct
2016-10-15,Bear Lake,33.2,Oct
2016-11-01,Bear Lake,23.1,Nov
2017-03-15,Bear Lake,20.7,Mar
2018-01-01,Bear Lake,15.7,Jan
2009-03-01,Beaver Ck Village,18.6,Mar
2012-04-15,Beaver Ck Village,25.2,Apr
2013-09-01,Beaver Ck Village,34.8,Sep
2015-02-01,Beaver Ck Village,11.1,Feb
2016-11-01,Beaver Ck Village,17.2,Nov
2017-02-01,Beaver Ck Village,11.1,Feb
2017-03-15,Beaver Ck Village,18.6,Mar
1985-10-01,Bison Lake,28.1,Oct
2014-12-01,Black Mountain,15.7,Dec
2015-02-01,Black Mountain,15.7,Feb
2005-06-01,Buckskin Joe,38.8,Jun
2006-06-15,Buckskin Joe,38.8,Jun
2006-12-01,Buckskin Joe,12.9,Dec
1986-08-01,Burro Mountain,45.4,Aug
1986-08-15,Burro Mountain,45.4,Aug
2013-09-01,Burro Mountain,37.4,Sep
2014-12-01,Burro Mountain,9.6,Dec
2017-03-15,Burro Mountain,16.3,Mar
1993-07-15,Butte,42.1,Jul
1993-08-15,Butte,42.6,Aug
1993-09-15,Butte,38.1,Sep
2002-10-01,Butte,26.8,Oct
2013-09-01,Butte,38.1,Sep
2015-02-01,Butte,9.5,Feb
2015-10-01,Butte,26.8,Oct
2016-11-01,Butte,12.8,Nov
1993-08-15,Cascade,37.8,Aug
1993-09-01,Cascade,30.5,Sep
2013-09-01,Cascade,30.5,Sep
2015-01-15,Cascade,-0.7,Jan
2015-02-01,Cascade,3,Feb
2015-03-15,Cascade,11.2,Mar
2017-02-01,Cascade,3,Feb
2010-12-01,Cascade #2,15.7,Dec
2012-04-15,Cascade #2,28,Apr
2013-09-01,Cascade #2,41.1,Sep
2014-12-01,Cascade #2,15.7,Dec
2015-01-15,Cascade #2,16.6,Jan
2015-02-01,Cascade #2,15.7,Feb
2015-03-15,Cascade #2,24,Mar
2015-10-01,Cascade #2,32.6,Oct
2016-11-01,Cascade #2,23.8,Nov
2017-02-01,Cascade #2,15.7,Feb
2017-03-15,Cascade #2,24,Mar
2017-12-01,Cascade #2,15.7,Dec
2018-01-01,Cascade #2,16.6,Jan
1980-12-01,Columbine,10.8,Dec
1980-12-15,Columbine,10.8,Dec
1981-01-01,Columbine,10.2,Jan
1981-01-15,Columbine,10.2,Jan
1981-02-01,Columbine,11.2,Feb
1981-02-15,Columbine,11.2,Feb
1981-03-01,Columbine,16,Mar
1981-03-15,Columbine,16,Mar
1991-01-01,Columbine Pass,10.9,Jan
1991-01-15,Columbine Pass,10.9,Jan
1993-07-15,Columbine Pass,45.9,Jul
1994-05-15,Columbine Pass,32.4,May
2003-05-15,Columbine Pass,32.4,May
2006-05-15,Columbine Pass,32.4,May
2007-11-01,Columbine Pass,19.2,Nov
2009-05-15,Columbine Pass,32.4,May
2009-09-01,Columbine Pass,37.4,Sep
2009-11-01,Columbine Pass,19.2,Nov
2012-04-15,Columbine Pass,23.3,Apr
2012-06-15,Columbine Pass,39.1,Jun
2013-09-01,Columbine Pass,37.4,Sep
2014-05-15,Columbine Pass,32.4,May
2014-12-01,Columbine Pass,9.6,Dec
2015-02-01,Columbine Pass,13.3,Feb
2015-03-15,Columbine Pass,16.3,Mar
2015-06-15,Columbine Pass,39.1,Jun
2015-10-01,Columbine Pass,30.5,Oct
2016-06-15,Columbine Pass,39.1,Jun
2016-11-01,Columbine Pass,19.2,Nov
2017-02-01,Columbine Pass,13.3,Feb
2017-03-15,Columbine Pass,16.3,Mar
2017-09-01,Columbine Pass,37.4,Sep
2010-12-01,Columbus Basin,16.1,Dec
1989-04-15,Copeland Lake,27.6,Apr
1990-07-01,Copeland Lake,48.4,Jul
1993-08-15,Copeland Lake,47.5,Aug
1995-12-01,Copeland Lake,15.3,Dec
2003-01-15,Copeland Lake,17.1,Jan
2005-11-01,Copeland Lake,23,Nov
2006-01-01,Copeland Lake,17.1,Jan
2007-04-15,Copeland Lake,27.6,Apr
2010-12-01,Copeland Lake,15.3,Dec
2012-03-15,Copeland Lake,22.6,Mar
2012-04-15,Copeland Lake,27.6,Apr
2012-11-15,Copeland Lake,23,Nov
2013-01-15,Copeland Lake,17.1,Jan
2013-09-01,Copeland Lake,41.4,Sep
2014-12-01,Copeland Lake,15.3,Dec
2015-01-15,Copeland Lake,17.1,Jan
2015-02-01,Copeland Lake,14.7,Feb
2015-10-01,Copeland Lake,32.9,Oct
2016-01-15,Copeland Lake,17.1,Jan
2016-02-15,Copeland Lake,14.7,Feb
2016-11-01,Copeland Lake,23,Nov
2017-02-01,Copeland Lake,14.7,Feb
2017-03-15,Copeland Lake,22.6,Mar
2017-12-01,Copeland Lake,15.3,Dec
2018-01-01,Copeland Lake,17.1,Jan
2017-02-01,Crosho,5.7,Feb
2017-03-15,Crosho,10.4,Mar
1993-07-15,Culebra #2,36.4,Jul
2014-08-01,Cumbres Trestle,37.2,Aug
2014-09-01,Cumbres Trestle,30.4,Sep
2001-05-01,Deadman Hill,26.8,May
2003-05-15,Dry Lake,31.5,May
2012-04-15,Dry Lake,21.8,Apr
2013-09-01,Dry Lake,36.1,Sep
2014-12-01,Dry Lake,7.4,Dec
2007-08-01,Echo Lake,37.5,Aug
2011-06-01,Echo Lake,30.9,Jun
2001-04-15,Elk River,21.1,Apr
2012-04-15,Elk River,21.1,Apr
2013-09-01,Elk River,35.9,Sep
2014-12-01,Elk River,6.7,Dec
2015-02-01,Elk River,10.1,Feb
2015-10-01,Elk River,28.2,Oct
2016-11-01,Elk River,14.8,Nov
2017-02-01,Elk River,10.1,Feb
2017-03-15,Elk River,14.1,Mar
2016-11-01,Elkhead Divide,35.5,Nov
2017-02-15,Elkhead Divide,32.6,Feb
2017-03-15,Elkhead Divide,37.1,Mar
2017-09-01,Elkhead Divide,40.8,Sep
2011-07-01,Elliot Ridge,48.2,Jul
2014-12-01,Elliot Ridge,11.9,Dec
2015-06-15,Elliot Ridge,43.3,Jun
2015-10-15,Elliot Ridge,28.7,Oct
2011-10-01,Fool Creek,30.6,Oct
2005-02-15,Glen Cove,14.6,Feb
2009-02-01,Glen Cove,14.6,Feb
2009-07-01,Glen Cove,43.6,Jul
2010-08-15,Glen Cove,41.3,Aug
2007-06-01,Grayback,39.8,Jun
2007-06-15,Grayback,39.8,Jun
2007-10-01,Grayback,27.7,Oct
2007-10-15,Grayback,27.7,Oct
2007-11-01,Grayback,21.3,Nov
1980-11-01,Grizzly Peak,11.7,Nov
2015-10-01,Hayden Pass,32.2,Oct
2008-10-15,Hourglass Lake,30,Oct
2007-06-01,Jackwhacker Gulch,36,Jun
2007-11-15,Jackwhacker Gulch,17.3,Nov
2008-04-01,Jackwhacker Gulch,23.5,Apr
2008-04-15,Jackwhacker Gulch,23.5,Apr
2008-05-01,Jackwhacker Gulch,29.7,May
2008-10-15,Jackwhacker Gulch,28,Oct
2008-11-01,Jackwhacker Gulch,17.3,Nov
2008-11-15,Jackwhacker Gulch,17.3,Nov
2008-12-01,Jackwhacker Gulch,12,Dec
2008-12-15,Jackwhacker Gulch,12,Dec
2009-01-01,Jackwhacker Gulch,13.2,Jan
2009-01-15,Jackwhacker Gulch,13.2,Jan
2009-02-01,Jackwhacker Gulch,9.4,Feb
2009-02-15,Jackwhacker Gulch,9.4,Feb
2009-03-01,Jackwhacker Gulch,15,Mar
2009-03-15,Jackwhacker Gulch,15,Mar
2009-04-01,Jackwhacker Gulch,23.5,Apr
2009-04-15,Jackwhacker Gulch,23.5,Apr
2009-05-01,Jackwhacker Gulch,29.7,May
2009-06-01,Jackwhacker Gulch,36,Jun
2009-07-15,Jackwhacker Gulch,41.9,Jul
1999-10-01,Jones Pass,23.3,Oct
1999-10-15,Jones Pass,23.3,Oct
2000-09-15,Jones Pass,34.1,Sep
2000-10-01,Jones Pass,23.3,Oct
2000-10-15,Jones Pass,23.3,Oct
2000-11-01,Jones Pass,11.3,Nov
2000-11-15,Jones Pass,11.3,Nov
2000-12-01,Jones Pass,5.2,Dec
2001-02-15,Jones Pass,4.3,Feb
2002-08-15,Jones Pass,40.6,Aug
1992-07-01,Lake Eldora,45.6,Jul
1993-05-01,Lake Eldora,30.2,May
1993-05-15,Lake Eldora,30.2,May
1993-08-15,Lake Eldora,39.8,Aug
2005-01-15,Lake Eldora,10.4,Jan
2007-08-01,Lake Eldora,39.8,Aug
2007-11-01,Lake Eldora,22.8,Nov
2012-04-15,Lake Eldora,22.6,Apr
2012-06-15,Lake Eldora,37.9,Jun
2013-09-01,Lake Eldora,35.8,Sep
2014-12-01,Lake Eldora,14.1,Dec
2015-02-01,Lake Eldora,15.8,Feb
2015-10-01,Lake Eldora,30.3,Oct
2016-11-01,Lake Eldora,22.8,Nov
2017-02-01,Lake Eldora,15.8,Feb
2017-03-15,Lake Eldora,20.4,Mar
2017-09-01,Lake Eldora,35.8,Sep
1993-07-01,Lake Irene,38.8,Jul
1993-08-01,Lake Irene,38.1,Aug
1993-08-15,Lake Irene,38.1,Aug
2007-11-15,Lake Irene,11.2,Nov
1988-10-15,Lily Pond,32,Oct
1988-11-01,Lily Pond,22.7,Nov
1989-04-15,Lily Pond,24.1,Apr
1989-05-01,Lily Pond,31.5,May
1989-05-15,Lily Pond,31.5,May
1989-06-01,Lily Pond,42,Jun
1989-06-15,Lily Pond,42,Jun
1989-07-01,Lily Pond,45.4,Jul
1989-07-15,Lily Pond,45.4,Jul
1989-08-01,Lily Pond,43.1,Aug
1993-08-01,Lily Pond,43.1,Aug
1993-08-15,Lily Pond,43.1,Aug
1993-09-01,Lily Pond,39.8,Sep
1999-11-01,Lost Dog,22.4,Nov
2000-08-01,Lost Dog,49.8,Aug
2003-05-15,Lost Dog,35.7,May
2003-07-01,Lost Dog,50.5,Jul
2003-08-01,Lost Dog,49.8,Aug
2005-07-15,Lost Dog,50.5,Jul
2006-05-15,Lost Dog,35.7,May
2006-07-15,Lost Dog,50.5,Jul
2006-08-01,Lost Dog,49.8,Aug
2006-09-01,Lost Dog,41,Sep
2006-10-01,Lost Dog,34.1,Oct
2007-03-01,Lost Dog,20.9,Mar
2007-04-15,Lost Dog,27.9,Apr
2007-06-15,Lost Dog,43.3,Jun
2007-07-01,Lost Dog,50.5,Jul
2007-07-15,Lost Dog,50.5,Jul
2007-08-01,Lost Dog,49.8,Aug
2007-09-01,Lost Dog,41,Sep
2007-11-01,Lost Dog,22.4,Nov
2008-06-15,Lost Dog,43.3,Jun
2008-07-15,Lost Dog,50.5,Jul
2008-08-01,Lost Dog,49.8,Aug
2009-05-15,Lost Dog,35.7,May
2009-09-01,Lost Dog,41,Sep
2010-07-15,Lost Dog,50.5,Jul
2010-09-15,Lost Dog,41,Sep
2010-10-01,Lost Dog,34.1,Oct
2011-07-15,Lost Dog,50.5,Jul
2011-08-01,Lost Dog,49.8,Aug
2011-08-15,Lost Dog,49.8,Aug
2012-06-15,Lost Dog,43.3,Jun
2012-07-15,Lost Dog,50.5,Jul
2012-08-01,Lost Dog,49.8,Aug
2013-06-15,Lost Dog,43.3,Jun
2013-09-01,Lost Dog,41,Sep
2014-05-15,Lost Dog,35.7,May
2014-07-01,Lost Dog,50.5,Jul
2014-07-15,Lost Dog,50.5,Jul
2014-09-15,Lost Dog,41,Sep
2014-12-01,Lost Dog,15.6,Dec
2015-02-01,Lost Dog,16.3,Feb
2015-03-15,Lost Dog,20.9,Mar
2015-04-15,Lost Dog,27.9,Apr
2015-06-15,Lost Dog,43.3,Jun
2015-08-01,Lost Dog,49.8,Aug
2015-09-01,Lost Dog,41,Sep
2015-10-01,Lost Dog,34.1,Oct
2016-06-15,Lost Dog,43.3,Jun
2016-09-01,Lost Dog,41,Sep
2016-11-01,Lost Dog,22.4,Nov
2017-02-01,Lost Dog,16.3,Feb
2017-03-15,Lost Dog,20.9,Mar
2017-07-15,Lost Dog,50.5,Jul
2017-08-15,Lost Dog,49.8,Aug
2017-09-01,Lost Dog,41,Sep
1995-05-01,Mancos,30.7,May
1995-12-01,Mancos,10.5,Dec
1996-10-01,Mancos,28.6,Oct
1999-11-01,Mancos,18.2,Nov
2000-05-15,Mancos,30.7,May
2002-04-01,Mancos,20.5,Apr
2002-06-15,Mancos,39.5,Jun
2003-05-15,Mancos,30.7,May
2003-07-01,Mancos,46.5,Jul
2005-05-15,Mancos,30.7,May
2007-06-15,Mancos,39.5,Jun
2007-09-01,Mancos,36.3,Sep
2007-11-01,Mancos,18.2,Nov
2008-06-15,Mancos,39.5,Jun
2009-01-15,Mancos,8.8,Jan
2009-05-01,Mancos,30.7,May
2009-05-15,Mancos,30.7,May
2009-11-01,Mancos,18.2,Nov
2010-09-15,Mancos,36.3,Sep
2010-10-01,Mancos,28.6,Oct
2010-12-01,Mancos,10.5,Dec
2012-01-01,Mancos,8.8,Jan
2012-04-15,Mancos,20.5,Apr
2012-05-15,Mancos,30.7,May
2012-06-15,Mancos,39.5,Jun
2012-08-01,Mancos,43.3,Aug
2012-11-15,Mancos,18.2,Nov
2013-09-01,Mancos,36.3,Sep
2014-01-15,Mancos,8.8,Jan
2014-05-15,Mancos,30.7,May
2014-10-15,Mancos,28.6,Oct
2014-12-01,Mancos,10.5,Dec
2015-01-15,Mancos,8.8,Jan
2015-02-01,Mancos,9.6,Feb
2015-03-15,Mancos,14.7,Mar
2015-06-15,Mancos,39.5,Jun
2015-09-01,Mancos,36.3,Sep
2015-10-01,Mancos,28.6,Oct
2016-02-15,Mancos,9.6,Feb
2016-06-15,Mancos,39.5,Jun
2016-10-15,Mancos,28.6,Oct
2016-11-01,Mancos,18.2,Nov
2017-02-01,Mancos,9.6,Feb
2017-03-15,Mancos,14.7,Mar
2017-06-15,Mancos,39.5,Jun
2017-09-01,Mancos,36.3,Sep
2017-11-01,Mancos,18.2,Nov
2017-11-15,Mancos,18.2,Nov
2017-12-01,Mancos,10.5,Dec
2018-01-01,Mancos,8.8,Jan
2018-04-15,Mancos,20.5,Apr
1987-04-15,Mc Clure Pass,25.9,Apr
1999-11-01,Mc Clure Pass,23.1,Nov
2001-04-15,Mc Clure Pass,25.9,Apr
2003-05-15,Mc Clure Pass,32.6,May
2005-01-15,Mc Clure Pass,15.7,Jan
2005-05-15,Mc Clure Pass,32.6,May
2006-05-15,Mc Clure Pass,32.6,May
2007-04-15,Mc Clure Pass,25.9,Apr
2007-06-15,Mc Clure Pass,40.7,Jun
2007-08-01,Mc Clure Pass,44.8,Aug
2007-09-01,Mc Clure Pass,39.8,Sep
2007-11-01,Mc Clure Pass,23.1,Nov
2009-04-15,Mc Clure Pass,25.9,Apr
2009-05-15,Mc Clure Pass,32.6,May
2009-09-01,Mc Clure Pass,39.8,Sep
2009-11-01,Mc Clure Pass,23.1,Nov
2010-07-15,Mc Clure Pass,47.9,Jul
2010-10-01,Mc Clure Pass,33.2,Oct
2010-12-01,Mc Clure Pass,16.4,Dec
2012-04-15,Mc Clure Pass,25.9,Apr
2013-05-15,Mc Clure Pass,32.6,May
2013-09-01,Mc Clure Pass,39.8,Sep
2014-05-15,Mc Clure Pass,32.6,May
2015-02-01,Mc Clure Pass,15.1,Feb
2015-03-15,Mc Clure Pass,20.7,Mar
2015-10-01,Mc Clure Pass,33.2,Oct
2016-11-01,Mc Clure Pass,23.1,Nov
2017-02-01,Mc Clure Pass,15.1,Feb
2017-03-15,Mc Clure Pass,20.7,Mar
2017-09-01,Mc Clure Pass,39.8,Sep
2017-11-01,Mc Clure Pass,23.1,Nov
2002-12-01,Mccoy Park,14.5,Dec
2002-12-15,Mccoy Park,14.5,Dec
2003-01-01,Mccoy Park,15.3,Jan
2003-01-15,Mccoy Park,15.3,Jan
2003-02-01,Mccoy Park,15.1,Feb
2003-02-15,Mccoy Park,15.1,Feb
2003-03-01,Mccoy Park,21.7,Mar
2003-04-15,Mccoy Park,26.3,Apr
2003-05-01,Mccoy Park,35.3,May
2003-12-15,Mccoy Park,14.5,Dec
2004-01-01,Mccoy Park,15.3,Jan
2005-05-15,Mccoy Park,35.3,May
2007-08-01,Mccoy Park,47,Aug
2012-04-15,Mccoy Park,26.3,Apr
2013-09-01,Mccoy Park,40.6,Sep
2014-05-15,Mccoy Park,35.3,May
2014-12-01,Mccoy Park,14.5,Dec
2015-02-01,Mccoy Park,15.1,Feb
2015-10-01,Mccoy Park,33.5,Oct
2016-11-01,Mccoy Park,23.7,Nov
2017-02-01,Mccoy Park,15.1,Feb
2017-03-15,Mccoy Park,21.7,Mar
2005-06-15,Medano Pass,37.4,Jun
2010-12-01,Medano Pass,14.2,Dec
2017-02-01,Medano Pass,13.9,Feb
1983-02-15,Middle Creek,4.3,Feb
2002-07-15,Middle Fork Camp,42.2,Jul
1993-08-01,Mineral Creek,37.2,Aug
2008-10-01,Moon Pass,31.6,Oct
1994-05-15,Nast Lake,30.2,May
2003-09-01,Never Summer,33.9,Sep
2003-09-15,Never Summer,33.9,Sep
2003-10-01,Never Summer,23.8,Oct
2013-09-01,North Lost Trail,37.1,Sep
2014-12-01,North Lost Trail,9.2,Dec
2016-11-01,North Lost Trail,16.7,Nov
2017-02-01,North Lost Trail,11.2,Feb
2007-06-15,Overland Res.,35.2,Jun
2007-07-01,Overland Res.,40.7,Jul
2007-07-15,Overland Res.,40.7,Jul
1993-10-01,Park Reservoir,30.5,Oct
2016-11-01,Rabbit Ears,19.2,Nov
2007-03-15,Rawah,18.8,Mar
2013-09-01,Rawah,39.2,Sep
2014-12-01,Rawah,13.5,Dec
2016-11-01,Rawah,19.5,Nov
2017-03-15,Rawah,18.8,Mar
1997-03-15,Red Mountain Pass,14.2,Mar
2006-05-15,Rough And Tumble,31.1,May
2014-12-01,Sawtooth,24.5,Dec
2015-10-01,Sawtooth,37.2,Oct
2016-11-01,Sawtooth,29.9,Nov
2017-03-15,Sawtooth,28.7,Mar
1985-10-01,Schofield Pass,23.6,Oct
1985-10-15,Schofield Pass,23.6,Oct
1993-07-15,Schofield Pass,38.8,Jul
1988-07-15,Scotch Creek,30,Jul
2005-05-15,Sharkstooth,33.8,May
2007-11-01,Sharkstooth,24.1,Nov
2010-12-01,Sharkstooth,14.2,Dec
2015-02-01,Sharkstooth,14.5,Feb
2015-10-01,Sharkstooth,32.2,Oct
2016-11-01,Sharkstooth,24.1,Nov
1994-06-15,Slumgullion,34,Jun
2003-06-01,Slumgullion,34,Jun
2003-06-15,Slumgullion,34,Jun
2010-12-01,South Colony,13.7,Dec
2015-02-01,Spud Mountain,10.2,Feb
1993-08-01,Stillwater Creek,40,Aug
1989-06-01,Stump Lakes,38.5,Jun
1991-08-01,Stump Lakes,40.4,Aug
1991-10-01,Stump Lakes,26.3,Oct
1991-11-01,Stump Lakes,17,Nov
1991-12-01,Stump Lakes,9.5,Dec
1992-12-01,Stump Lakes,9.5,Dec
1992-12-15,Stump Lakes,9.5,Dec
1993-05-15,Stump Lakes,28.3,May
1994-06-01,Stump Lakes,38.5,Jun
2004-01-01,Stump Lakes,11.1,Jan
2004-05-01,Stump Lakes,28.3,May
2004-05-15,Stump Lakes,28.3,May
2004-06-01,Stump Lakes,38.5,Jun
2004-12-01,Stump Lakes,9.5,Dec
2004-12-15,Stump Lakes,9.5,Dec
2005-01-01,Stump Lakes,11.1,Jan
2012-07-15,Summit Ranch,45.9,Jul
2013-10-15,Summit Ranch,30.5,Oct
1993-07-15,Trapper Lake,45.6,Jul
1993-08-01,Trapper Lake,39.8,Aug
2013-09-01,Trapper Lake,35.8,Sep
2017-03-15,Trapper Lake,20.4,Mar
1993-08-15,Trinchera,41.2,Aug
1994-05-15,Trinchera,31,May
2014-06-15,Upper Rio Grande,39.1,Jun
2014-07-01,Upper Rio Grande,45.9,Jul
1978-11-15,Upper San Juan,17.4,Nov
1978-12-01,Upper San Juan,9.2,Dec
1983-01-15,Upper San Juan,10.2,Jan
1983-02-15,Upper San Juan,10.4,Feb
1983-03-15,Upper San Juan,14.5,Mar
1983-04-01,Upper San Juan,22.2,Apr
1983-04-15,Upper San Juan,22.2,Apr
1984-11-15,Upper San Juan,17.4,Nov
1984-12-01,Upper San Juan,9.2,Dec
1984-12-15,Upper San Juan,9.2,Dec
1985-01-01,Upper San Juan,10.2,Jan
1985-01-15,Upper San Juan,10.2,Jan
1985-04-15,Upper San Juan,22.2,Apr
1985-07-01,Upper San Juan,42.7,Jul
1985-07-15,Upper San Juan,42.7,Jul
1985-08-01,Upper San Juan,40.9,Aug
2003-07-01,Ute Creek,40.7,Jul
2007-11-15,Ute Creek,16.2,Nov
2013-09-01,Vail Mountain,33.2,Sep
2014-12-01,Vail Mountain,9,Dec
2015-10-01,Vail Mountain,25.3,Oct
2016-11-01,Vail Mountain,16.1,Nov
1999-11-01,Vallecito,18.5,Nov
2003-10-01,Vallecito,28.1,Oct
2003-10-15,Vallecito,28.1,Oct
2003-12-01,Vallecito,9.8,Dec
2003-12-15,Vallecito,9.8,Dec
2004-01-01,Vallecito,10.7,Jan
2004-01-15,Vallecito,10.7,Jan
2004-02-15,Vallecito,10.2,Feb
2004-03-15,Vallecito,16,Mar
2004-04-01,Vallecito,18.1,Apr
2004-04-15,Vallecito,18.1,Apr
2007-11-01,Vallecito,18.5,Nov
2010-12-01,Vallecito,9.8,Dec
2012-04-15,Vallecito,18.1,Apr
2014-02-01,Vallecito,10.2,Feb
2015-02-01,Vallecito,10.2,Feb
2015-10-01,Vallecito,28.1,Oct
2016-11-01,Vallecito,18.5,Nov
2010-10-15,Weminuche Creek,31.7,Oct
1993-08-01,Whiskey Ck,38.5,Aug
1993-09-15,Whiskey Ck,33.5,Sep
2007-11-01,Whiskey Ck,12.9,Nov
2010-12-01,Whiskey Ck,5.2,Dec
2016-02-15,Whiskey Ck,5.8,Feb
2017-02-01,Whiskey Ck,5.8,Feb
2018-01-01,Whiskey Ck,5.5,Jan
2010-12-01,Wild Basin,12.5,Dec
2011-12-01,Wild Basin,12.5,Dec
2011-12-15,Wild Basin,12.5,Dec
2012-03-01,Wild Basin,19.3,Mar
2012-03-15,Wild Basin,19.3,Mar
2012-04-01,Wild Basin,23.9,Apr
2012-04-15,Wild Basin,23.9,Apr
2012-05-01,Wild Basin,30.6,May
2017-03-15,Wild Basin,19.3,Mar
2005-05-15,Wolf Creek Summit,31.5,May
2015-10-01,Wolf Creek Summit,32,Oct
2012-07-15,Zirkel,45.4,Jul
2016-04-01,Zirkel,23.4,Apr
2018-01-01,Zirkel,12.7,Jan
2002-10-01,Arapaho Ridge,27,Oct
2002-10-15,Arapaho Ridge,21,Oct
2002-11-01,Arapaho Ridge,11,Nov
2002-11-15,Arapaho Ridge,14,Nov
2002-12-01,Arapaho Ridge,13,Dec
2002-12-15,Arapaho Ridge,5,Dec
2003-01-01,Arapaho Ridge,14,Jan
2003-01-15,Arapaho Ridge,16,Jan
2003-02-01,Arapaho Ridge,3,Feb
2003-02-15,Arapaho Ridge,7,Feb
2003-03-01,Arapaho Ridge,14,Mar
2003-03-15,Arapaho Ridge,12,Mar
2003-04-01,Arapaho Ridge,19,Apr
2003-05-01,Arapaho Ridge,22,May
2003-05-15,Arapaho Ridge,36,May
2003-06-01,Arapaho Ridge,32,Jun
2003-06-15,Arapaho Ridge,36,Jun
2003-07-01,Arapaho Ridge,47,Jul
2003-07-15,Arapaho Ridge,47,Jul
2003-08-01,Arapaho Ridge,46,Aug
2003-08-15,Arapaho Ridge,41,Aug
2003-09-01,Arapaho Ridge,34,Sep
2003-09-15,Arapaho Ridge,33,Sep
2003-10-01,Arapaho Ridge,29,Oct
2003-10-15,Arapaho Ridge,29,Oct
2003-11-01,Arapaho Ridge,17,Nov
2003-11-15,Arapaho Ridge,7,Nov
2003-12-01,Arapaho Ridge,11,Dec
2003-12-15,Arapaho Ridge,7,Dec
2004-01-01,Arapaho Ridge,9,Jan
2004-01-15,Arapaho Ridge,5,Jan
2004-02-01,Arapaho Ridge,-2,Feb
2004-02-15,Arapaho Ridge,13,Feb
2004-03-01,Arapaho Ridge,13,Mar
2004-03-15,Arapaho Ridge,23,Mar
2004-04-01,Arapaho Ridge,22,Apr
2004-04-15,Arapaho Ridge,22,Apr
2004-05-01,Arapaho Ridge,28,May
2004-05-15,Arapaho Ridge,30,May
2004-06-01,Arapaho Ridge,36,Jun
2004-06-15,Arapaho Ridge,35,Jun
2004-07-01,Arapaho Ridge,42,Jul
2004-07-15,Arapaho Ridge,41,Jul
2004-08-01,Arapaho Ridge,41,Aug
2004-08-15,Arapaho Ridge,36,Aug
2004-09-01,Arapaho Ridge,35,Sep
2004-09-15,Arapaho Ridge,31,Sep
2004-10-01,Arapaho Ridge,28,Oct
2004-10-15,Arapaho Ridge,23,Oct
2004-11-01,Arapaho Ridge,18,Nov
2004-11-15,Arapaho Ridge,10,Nov
2004-12-01,Arapaho Ridge,10,Dec
2004-12-15,Arapaho Ridge,7,Dec
2005-01-01,Arapaho Ridge,22,Jan
2005-01-15,Arapaho Ridge,20,Jan
2005-02-01,Arapaho Ridge,8,Feb
2005-02-15,Arapaho Ridge,10,Feb
2005-03-01,Arapaho Ridge,11,Mar
2005-03-15,Arapaho Ridge,12,Mar
2005-04-01,Arapaho Ridge,18,Apr
2005-04-15,Arapaho Ridge,22,Apr
2005-05-01,Arapaho Ridge,23,May
2005-05-15,Arapaho Ridge,33,May
2005-06-01,Arapaho Ridge,29,Jun
2005-06-15,Arapaho Ridge,39,Jun
2005-07-01,Arapaho Ridge,43,Jul
2005-07-15,Arapaho Ridge,46,Jul
2005-08-01,Arapaho Ridge,43,Aug
2005-08-15,Arapaho Ridge,40,Aug
2005-09-01,Arapaho Ridge,38,Sep
2005-09-15,Arapaho Ridge,36,Sep
2005-10-01,Arapaho Ridge,26,Oct
2005-10-15,Arapaho Ridge,28,Oct
2005-11-01,Arapaho Ridge,20,Nov
2005-11-15,Arapaho Ridge,9,Nov
2005-12-01,Arapaho Ridge,2,Dec
2006-01-01,Arapaho Ridge,13,Jan
2006-02-01,Arapaho Ridge,3,Feb
2006-02-15,Arapaho Ridge,6,Feb
2006-03-01,Arapaho Ridge,9,Mar
2006-03-15,Arapaho Ridge,12,Mar
2006-04-01,Arapaho Ridge,23,Apr
2006-04-15,Arapaho Ridge,22,Apr
2006-05-01,Arapaho Ridge,27,May
2006-05-15,Arapaho Ridge,34,May
2006-06-01,Arapaho Ridge,40,Jun
2006-06-15,Arapaho Ridge,39,Jun
2006-07-01,Arapaho Ridge,44,Jul
2006-07-15,Arapaho Ridge,48,Jul
2006-08-01,Arapaho Ridge,43,Aug
2006-08-15,Arapaho Ridge,41,Aug
2006-09-01,Arapaho Ridge,38,Sep
2006-09-15,Arapaho Ridge,27,Sep
2006-10-01,Arapaho Ridge,32,Oct
2006-10-15,Arapaho Ridge,18,Oct
2006-11-01,Arapaho Ridge,16,Nov
2006-11-15,Arapaho Ridge,12,Nov
2006-12-01,Arapaho Ridge,11,Dec
2006-12-15,Arapaho Ridge,9,Dec
2007-01-01,Arapaho Ridge,5,Jan
2007-01-15,Arapaho Ridge,3,Jan
2007-02-01,Arapaho Ridge,10,Feb
2007-02-15,Arapaho Ridge,8,Feb
2007-03-01,Arapaho Ridge,14,Mar
2007-03-15,Arapaho Ridge,22,Mar
2007-04-01,Arapaho Ridge,19,Apr
2007-04-15,Arapaho Ridge,25,Apr
