date,station_name,min_temp_avg,mon
2015-04-01,Rough And Tumble,25,Apr
2015-04-15,Rough And Tumble,26,Apr
2015-05-01,Rough And Tumble,31,May
2015-05-15,Rough And Tumble,32,May
2015-06-01,Rough And Tumble,38,Jun
2015-06-15,Rough And Tumble,42,Jun
2015-07-01,Rough And Tumble,43,Jul
2015-07-15,Rough And Tumble,43,Jul
2015-08-01,Rough And Tumble,44,Aug
2015-08-15,Rough And Tumble,42,Aug
2015-09-01,Rough And Tumble,40,Sep
2015-09-15,Rough And Tumble,38,Sep
2015-10-01,Rough And Tumble,36,Oct
2015-10-15,Rough And Tumble,29,Oct
2015-11-01,Rough And Tumble,22,Nov
2015-11-15,Rough And Tumble,17,Nov
2015-12-01,Rough And Tumble,19,Dec
2015-12-15,Rough And Tumble,5,Dec
2016-01-01,Rough And Tumble,10,Jan
2016-01-15,Rough And Tumble,16,Jan
2016-02-01,Rough And Tumble,17,Feb
2016-02-15,Rough And Tumble,22,Feb
2016-03-01,Rough And Tumble,23,Mar
2016-03-15,Rough And Tumble,16,Mar
2016-04-01,Rough And Tumble,25,Apr
2016-04-15,Rough And Tumble,24,Apr
2016-05-01,Rough And Tumble,28,May
2016-05-15,Rough And Tumble,32,May
2016-06-01,Rough And Tumble,38,Jun
2016-06-15,Rough And Tumble,43,Jun
2016-07-01,Rough And Tumble,44,Jul
2016-07-15,Rough And Tumble,45,Jul
2016-08-01,Rough And Tumble,43,Aug
2016-08-15,Rough And Tumble,38,Aug
2016-09-01,Rough And Tumble,39,Sep
2016-09-15,Rough And Tumble,34,Sep
2016-10-01,Rough And Tumble,31,Oct
2016-10-15,Rough And Tumble,33,Oct
2016-11-01,Rough And Tumble,28,Nov
2016-11-15,Rough And Tumble,18,Nov
2016-12-01,Rough And Tumble,13,Dec
2016-12-15,Rough And Tumble,15,Dec
2017-01-01,Rough And Tumble,14,Jan
2017-01-15,Rough And Tumble,12,Jan
2017-02-01,Rough And Tumble,24,Feb
2017-02-15,Rough And Tumble,16,Feb
2017-03-01,Rough And Tumble,21,Mar
2017-03-15,Rough And Tumble,29,Mar
2017-04-01,Rough And Tumble,25,Apr
2017-04-15,Rough And Tumble,24,Apr
2017-05-01,Rough And Tumble,32,May
2017-05-15,Rough And Tumble,29,May
2017-06-01,Rough And Tumble,39,Jun
2017-06-15,Rough And Tumble,41,Jun
2017-07-01,Rough And Tumble,43,Jul
2017-07-15,Rough And Tumble,45,Jul
2017-08-01,Rough And Tumble,41,Aug
2017-08-15,Rough And Tumble,40,Aug
2017-09-01,Rough And Tumble,40,Sep
2017-09-15,Rough And Tumble,35,Sep
2017-10-01,Rough And Tumble,30,Oct
2017-10-15,Rough And Tumble,29,Oct
2017-11-01,Rough And Tumble,27,Nov
2017-11-15,Rough And Tumble,26,Nov
2017-12-01,Rough And Tumble,19,Dec
2017-12-15,Rough And Tumble,18,Dec
2018-01-01,Rough And Tumble,20,Jan
2018-01-15,Rough And Tumble,17,Jan
2018-02-01,Rough And Tumble,19,Feb
2018-02-15,Rough And Tumble,7,Feb
2018-03-01,Rough And Tumble,17,Mar
2018-03-15,Rough And Tumble,20,Mar
2018-04-01,Rough And Tumble,26,Apr
2018-04-15,Rough And Tumble,23,Apr
2007-10-01,Saint Elmo,28,Oct
2007-10-15,Saint Elmo,23,Oct
2007-11-01,Saint Elmo,25,Nov
2007-11-15,Saint Elmo,14,Nov
2007-12-01,Saint Elmo,12,Dec
2007-12-15,Saint Elmo,2,Dec
2008-01-01,Saint Elmo,12,Jan
2008-01-15,Saint Elmo,-1,Jan
2008-02-01,Saint Elmo,9,Feb
2008-02-15,Saint Elmo,12,Feb
2008-03-01,Saint Elmo,7,Mar
2008-03-15,Saint Elmo,14,Mar
2008-04-01,Saint Elmo,13,Apr
2008-04-15,Saint Elmo,20,Apr
2008-05-01,Saint Elmo,23,May
2008-05-15,Saint Elmo,30,May
2008-06-01,Saint Elmo,32,Jun
2008-06-15,Saint Elmo,37,Jun
2008-07-01,Saint Elmo,38,Jul
2008-07-15,Saint Elmo,41,Jul
2008-08-01,Saint Elmo,42,Aug
2008-08-15,Saint Elmo,38,Aug
2008-09-01,Saint Elmo,32,Sep
2008-09-15,Saint Elmo,33,Sep
2008-10-01,Saint Elmo,28,Oct
2008-10-15,Saint Elmo,26,Oct
2008-11-01,Saint Elmo,20,Nov
2008-11-15,Saint Elmo,20,Nov
2008-12-01,Saint Elmo,12,Dec
2008-12-15,Saint Elmo,8,Dec
2009-01-01,Saint Elmo,12,Jan
2009-01-15,Saint Elmo,15,Jan
2009-02-01,Saint Elmo,9,Feb
2009-02-15,Saint Elmo,13,Feb
2009-03-01,Saint Elmo,16,Mar
2009-03-15,Saint Elmo,16,Mar
2009-04-01,Saint Elmo,15,Apr
2009-04-15,Saint Elmo,23,Apr
2009-05-01,Saint Elmo,32,May
2009-05-15,Saint Elmo,33,May
2009-06-01,Saint Elmo,33,Jun
2009-06-15,Saint Elmo,36,Jun
2009-07-01,Saint Elmo,42,Jul
2009-07-15,Saint Elmo,40,Jul
2009-08-01,Saint Elmo,38,Aug
2009-08-15,Saint Elmo,37,Aug
2009-09-01,Saint Elmo,37,Sep
2009-09-15,Saint Elmo,30,Sep
2009-10-01,Saint Elmo,26,Oct
2009-10-15,Saint Elmo,20,Oct
2009-11-01,Saint Elmo,24,Nov
2009-11-15,Saint Elmo,11,Nov
2009-12-01,Saint Elmo,1,Dec
2009-12-15,Saint Elmo,5,Dec
2010-01-01,Saint Elmo,8,Jan
2010-01-15,Saint Elmo,10,Jan
2010-02-01,Saint Elmo,4,Feb
2010-02-15,Saint Elmo,5,Feb
2010-03-01,Saint Elmo,10,Mar
2010-03-15,Saint Elmo,11,Mar
2010-04-01,Saint Elmo,17,Apr
2010-04-15,Saint Elmo,23,Apr
2010-05-01,Saint Elmo,21,May
2010-05-15,Saint Elmo,30,May
2010-06-01,Saint Elmo,35,Jun
2010-06-15,Saint Elmo,37,Jun
2010-07-01,Saint Elmo,38,Jul
2010-07-15,Saint Elmo,44,Jul
2010-08-01,Saint Elmo,38,Aug
2010-08-15,Saint Elmo,38,Aug
2010-09-01,Saint Elmo,33,Sep
2010-09-15,Saint Elmo,33,Sep
2010-10-01,Saint Elmo,29,Oct
2010-10-15,Saint Elmo,23,Oct
2010-11-01,Saint Elmo,18,Nov
2010-11-15,Saint Elmo,6,Nov
2010-12-01,Saint Elmo,17,Dec
2010-12-15,Saint Elmo,10,Dec
2011-01-01,Saint Elmo,4,Jan
2011-01-15,Saint Elmo,6,Jan
2011-02-01,Saint Elmo,-2,Feb
2011-02-15,Saint Elmo,8,Feb
2011-03-01,Saint Elmo,13,Mar
2011-03-15,Saint Elmo,18,Mar
2011-04-01,Saint Elmo,20,Apr
2011-04-15,Saint Elmo,21,Apr
2011-05-01,Saint Elmo,21,May
2011-05-15,Saint Elmo,30,May
2011-06-01,Saint Elmo,33,Jun
2011-06-15,Saint Elmo,37,Jun
2011-07-01,Saint Elmo,41,Jul
2011-07-15,Saint Elmo,43,Jul
2011-08-01,Saint Elmo,40,Aug
2011-08-15,Saint Elmo,42,Aug
2011-09-01,Saint Elmo,36,Sep
2011-09-15,Saint Elmo,33,Sep
2011-10-01,Saint Elmo,29,Oct
2011-10-15,Saint Elmo,25,Oct
2011-11-01,Saint Elmo,15,Nov
2011-11-15,Saint Elmo,17,Nov
2011-12-01,Saint Elmo,5,Dec
2011-12-15,Saint Elmo,11,Dec
2012-01-01,Saint Elmo,12,Jan
2012-01-15,Saint Elmo,12,Jan
2012-02-01,Saint Elmo,6,Feb
2012-02-15,Saint Elmo,6,Feb
2012-03-01,Saint Elmo,14,Mar
2012-03-15,Saint Elmo,22,Mar
2012-04-01,Saint Elmo,23,Apr
2012-04-15,Saint Elmo,28,Apr
2012-05-01,Saint Elmo,30,May
2012-05-15,Saint Elmo,34,May
2012-06-01,Saint Elmo,35,Jun
2012-06-15,Saint Elmo,41,Jun
2012-07-01,Saint Elmo,43,Jul
2012-07-15,Saint Elmo,53,Jul
2012-08-01,Saint Elmo,40,Aug
2012-08-15,Saint Elmo,40,Aug
2012-09-01,Saint Elmo,36,Sep
2012-09-15,Saint Elmo,32,Sep
2012-10-01,Saint Elmo,26,Oct
2012-10-15,Saint Elmo,24,Oct
2012-11-01,Saint Elmo,24,Nov
2012-11-15,Saint Elmo,20,Nov
2012-12-01,Saint Elmo,15,Dec
2012-12-15,Saint Elmo,6,Dec
2013-01-01,Saint Elmo,-4,Jan
2013-01-15,Saint Elmo,19,Jan
2013-02-01,Saint Elmo,16,Feb
2013-02-15,Saint Elmo,1,Feb
2013-03-01,Saint Elmo,25,Mar
2013-03-15,Saint Elmo,10,Mar
2013-04-01,Saint Elmo,23,Apr
2013-04-15,Saint Elmo,27,Apr
2013-05-01,Saint Elmo,31,May
2013-05-15,Saint Elmo,30,May
2013-06-01,Saint Elmo,36,Jun
2013-06-15,Saint Elmo,38,Jun
2013-07-01,Saint Elmo,43,Jul
2013-07-15,Saint Elmo,41,Jul
2013-08-01,Saint Elmo,39,Aug
2013-08-15,Saint Elmo,42,Aug
2013-09-01,Saint Elmo,43,Sep
2013-09-15,Saint Elmo,31,Sep
2013-10-01,Saint Elmo,26,Oct
2013-10-15,Saint Elmo,22,Oct
2013-11-01,Saint Elmo,20,Nov
2013-11-15,Saint Elmo,15,Nov
2013-12-01,Saint Elmo,5,Dec
2013-12-15,Saint Elmo,13,Dec
2014-01-01,Saint Elmo,10,Jan
2014-01-15,Saint Elmo,9,Jan
2014-02-01,Saint Elmo,7,Feb
2014-02-15,Saint Elmo,12,Feb
2014-03-01,Saint Elmo,14,Mar
2014-03-15,Saint Elmo,13,Mar
2014-04-01,Saint Elmo,16,Apr
2014-04-15,Saint Elmo,24,Apr
2014-05-01,Saint Elmo,24,May
2014-05-15,Saint Elmo,32,May
2014-06-01,Saint Elmo,33,Jun
2014-06-15,Saint Elmo,36,Jun
2014-07-01,Saint Elmo,41,Jul
2014-07-15,Saint Elmo,42,Jul
2014-08-01,Saint Elmo,39,Aug
2014-08-15,Saint Elmo,39,Aug
2014-09-01,Saint Elmo,36,Sep
2014-09-15,Saint Elmo,36,Sep
2014-10-01,Saint Elmo,29,Oct
2014-10-15,Saint Elmo,29,Oct
2014-11-01,Saint Elmo,21,Nov
2014-11-15,Saint Elmo,15,Nov
2014-12-01,Saint Elmo,19,Dec
2014-12-15,Saint Elmo,5,Dec
2015-01-01,Saint Elmo,14,Jan
2015-01-15,Saint Elmo,16,Jan
2015-02-01,Saint Elmo,22,Feb
2015-02-15,Saint Elmo,7,Feb
2015-03-01,Saint Elmo,13,Mar
2015-03-15,Saint Elmo,25,Mar
2015-04-01,Saint Elmo,22,Apr
2015-04-15,Saint Elmo,22,Apr
2015-05-01,Saint Elmo,30,May
2015-05-15,Saint Elmo,29,May
2015-06-01,Saint Elmo,35,Jun
2015-06-15,Saint Elmo,40,Jun
2015-07-01,Saint Elmo,41,Jul
2015-07-15,Saint Elmo,41,Jul
2015-08-01,Saint Elmo,42,Aug
2015-08-15,Saint Elmo,39,Aug
2015-09-01,Saint Elmo,37,Sep
2015-09-15,Saint Elmo,35,Sep
2015-10-01,Saint Elmo,33,Oct
2015-10-15,Saint Elmo,27,Oct
2015-11-01,Saint Elmo,16,Nov
2015-11-15,Saint Elmo,14,Nov
2015-12-01,Saint Elmo,15,Dec
2015-12-15,Saint Elmo,2,Dec
2016-01-01,Saint Elmo,4,Jan
2016-01-15,Saint Elmo,12,Jan
2016-02-01,Saint Elmo,10,Feb
2016-02-15,Saint Elmo,16,Feb
2016-03-01,Saint Elmo,20,Mar
2016-03-15,Saint Elmo,13,Mar
2016-04-01,Saint Elmo,23,Apr
2016-04-15,Saint Elmo,22,Apr
2016-05-01,Saint Elmo,26,May
2016-05-15,Saint Elmo,30,May
2016-06-01,Saint Elmo,36,Jun
2016-06-15,Saint Elmo,40,Jun
2016-07-01,Saint Elmo,40,Jul
2016-07-15,Saint Elmo,42,Jul
2016-08-01,Saint Elmo,40,Aug
2016-08-15,Saint Elmo,36,Aug
2016-09-01,Saint Elmo,35,Sep
2016-09-15,Saint Elmo,32,Sep
2016-10-01,Saint Elmo,29,Oct
2016-10-15,Saint Elmo,28,Oct
2016-11-01,Saint Elmo,25,Nov
2016-11-15,Saint Elmo,15,Nov
2016-12-01,Saint Elmo,13,Dec
2016-12-15,Saint Elmo,10,Dec
2017-01-01,Saint Elmo,13,Jan
2017-01-15,Saint Elmo,6,Jan
2017-02-01,Saint Elmo,22,Feb
2017-02-15,Saint Elmo,12,Feb
2017-03-01,Saint Elmo,17,Mar
2017-03-15,Saint Elmo,26,Mar
2017-04-01,Saint Elmo,21,Apr
2017-04-15,Saint Elmo,24,Apr
2017-05-01,Saint Elmo,31,May
2017-05-15,Saint Elmo,28,May
2017-06-01,Saint Elmo,34,Jun
2017-06-15,Saint Elmo,38,Jun
2017-07-01,Saint Elmo,41,Jul
2017-07-15,Saint Elmo,42,Jul
2017-08-01,Saint Elmo,38,Aug
2017-08-15,Saint Elmo,37,Aug
2017-09-01,Saint Elmo,37,Sep
2017-09-15,Saint Elmo,31,Sep
2017-10-01,Saint Elmo,27,Oct
2017-10-15,Saint Elmo,25,Oct
2017-11-01,Saint Elmo,23,Nov
2017-11-15,Saint Elmo,22,Nov
2017-12-01,Saint Elmo,11,Dec
2017-12-15,Saint Elmo,14,Dec
2018-01-01,Saint Elmo,16,Jan
2018-01-15,Saint Elmo,10,Jan
2018-02-01,Saint Elmo,16,Feb
2018-02-15,Saint Elmo,6,Feb
2018-03-01,Saint Elmo,14,Mar
2018-03-15,Saint Elmo,17,Mar
2018-04-01,Saint Elmo,23,Apr
2018-04-15,Saint Elmo,19,Apr
2008-10-01,Sargents Mesa,24,Oct
2008-10-15,Sargents Mesa,28,Oct
2008-11-01,Sargents Mesa,19,Nov
2008-11-15,Sargents Mesa,23,Nov
2008-12-01,Sargents Mesa,12,Dec
2008-12-15,Sargents Mesa,5,Dec
2009-01-01,Sargents Mesa,11,Jan
2009-01-15,Sargents Mesa,16,Jan
2009-02-01,Sargents Mesa,11,Feb
2009-02-15,Sargents Mesa,14,Feb
2009-03-01,Sargents Mesa,17,Mar
2009-03-15,Sargents Mesa,15,Mar
2009-04-01,Sargents Mesa,16,Apr
2009-04-15,Sargents Mesa,25,Apr
2009-05-01,Sargents Mesa,34,May
2009-05-15,Sargents Mesa,35,May
2009-06-01,Sargents Mesa,34,Jun
2009-06-15,Sargents Mesa,40,Jun
2009-07-01,Sargents Mesa,46,Jul
2009-07-15,Sargents Mesa,44,Jul
2009-08-01,Sargents Mesa,44,Aug
2009-08-15,Sargents Mesa,42,Aug
2009-09-01,Sargents Mesa,41,Sep
2009-09-15,Sargents Mesa,31,Sep
2009-10-01,Sargents Mesa,25,Oct
2009-10-15,Sargents Mesa,20,Oct
2009-11-01,Sargents Mesa,26,Nov
2009-11-15,Sargents Mesa,17,Nov
2009-12-01,Sargents Mesa,2,Dec
2009-12-15,Sargents Mesa,9,Dec
2010-01-01,Sargents Mesa,12,Jan
2010-01-15,Sargents Mesa,12,Jan
2010-02-01,Sargents Mesa,9,Feb
2010-02-15,Sargents Mesa,9,Feb
2010-03-01,Sargents Mesa,14,Mar
2010-03-15,Sargents Mesa,15,Mar
2010-04-01,Sargents Mesa,19,Apr
2010-04-15,Sargents Mesa,24,Apr
2010-05-01,Sargents Mesa,23,May
2010-05-15,Sargents Mesa,32,May
2010-06-01,Sargents Mesa,41,Jun
2010-06-15,Sargents Mesa,42,Jun
2010-07-01,Sargents Mesa,42,Jul
2010-07-15,Sargents Mesa,47,Jul
2010-08-01,Sargents Mesa,43,Aug
2010-08-15,Sargents Mesa,42,Aug
2010-09-01,Sargents Mesa,41,Sep
2010-09-15,Sargents Mesa,42,Sep
2010-10-01,Sargents Mesa,33,Oct
2010-10-15,Sargents Mesa,26,Oct
2010-11-01,Sargents Mesa,21,Nov
2010-11-15,Sargents Mesa,7,Nov
2010-12-01,Sargents Mesa,19,Dec
2010-12-15,Sargents Mesa,14,Dec
2011-01-01,Sargents Mesa,5,Jan
2011-01-15,Sargents Mesa,10,Jan
2011-02-01,Sargents Mesa,1,Feb
2011-02-15,Sargents Mesa,13,Feb
2011-03-01,Sargents Mesa,17,Mar
2011-03-15,Sargents Mesa,18,Mar
2011-04-01,Sargents Mesa,18,Apr
2011-04-15,Sargents Mesa,20,Apr
2011-05-01,Sargents Mesa,24,May
2011-05-15,Sargents Mesa,29,May
2011-06-01,Sargents Mesa,39,Jun
2011-06-15,Sargents Mesa,42,Jun
2011-07-01,Sargents Mesa,45,Jul
2011-07-15,Sargents Mesa,47,Jul
2011-08-01,Sargents Mesa,46,Aug
2011-08-15,Sargents Mesa,46,Aug
2011-09-01,Sargents Mesa,38,Sep
2011-09-15,Sargents Mesa,38,Sep
2011-10-01,Sargents Mesa,29,Oct
2011-10-15,Sargents Mesa,27,Oct
2011-11-01,Sargents Mesa,16,Nov
2011-11-15,Sargents Mesa,18,Nov
2011-12-01,Sargents Mesa,8,Dec
2011-12-15,Sargents Mesa,14,Dec
2012-01-01,Sargents Mesa,13,Jan
2012-01-15,Sargents Mesa,11,Jan
2012-02-01,Sargents Mesa,9,Feb
2012-02-15,Sargents Mesa,7,Feb
2012-03-01,Sargents Mesa,16,Mar
2012-03-15,Sargents Mesa,23,Mar
2012-04-01,Sargents Mesa,23,Apr
2012-04-15,Sargents Mesa,28,Apr
2012-05-01,Sargents Mesa,31,May
2012-05-15,Sargents Mesa,33,May
2012-06-01,Sargents Mesa,42,Jun
2012-06-15,Sargents Mesa,47,Jun
2012-07-01,Sargents Mesa,45,Jul
2012-07-15,Sargents Mesa,46,Jul
2012-08-01,Sargents Mesa,44,Aug
2012-08-15,Sargents Mesa,44,Aug
2012-09-01,Sargents Mesa,41,Sep
2012-09-15,Sargents Mesa,36,Sep
2012-10-01,Sargents Mesa,31,Oct
2012-10-15,Sargents Mesa,25,Oct
2012-11-01,Sargents Mesa,22,Nov
2012-11-15,Sargents Mesa,24,Nov
2012-12-01,Sargents Mesa,14,Dec
2012-12-15,Sargents Mesa,5,Dec
2013-01-01,Sargents Mesa,2,Jan
2013-01-15,Sargents Mesa,14,Jan
2013-02-01,Sargents Mesa,10,Feb
2013-02-15,Sargents Mesa,4,Feb
2013-03-01,Sargents Mesa,16,Mar
2013-03-15,Sargents Mesa,14,Mar
2013-04-01,Sargents Mesa,21,Apr
2013-04-15,Sargents Mesa,20,Apr
2013-05-01,Sargents Mesa,26,May
2013-05-15,Sargents Mesa,33,May
2013-06-01,Sargents Mesa,42,Jun
2013-06-15,Sargents Mesa,45,Jun
2013-07-01,Sargents Mesa,45,Jul
2013-07-15,Sargents Mesa,44,Jul
2013-08-01,Sargents Mesa,42,Aug
2013-08-15,Sargents Mesa,45,Aug
2013-09-01,Sargents Mesa,44,Sep
2013-09-15,Sargents Mesa,33,Sep
2013-10-01,Sargents Mesa,26,Oct
2013-10-15,Sargents Mesa,23,Oct
2013-11-01,Sargents Mesa,21,Nov
2013-11-15,Sargents Mesa,19,Nov
2013-12-01,Sargents Mesa,4,Dec
2013-12-15,Sargents Mesa,13,Dec
2014-01-01,Sargents Mesa,8,Jan
2014-01-15,Sargents Mesa,13,Jan
2014-02-01,Sargents Mesa,10,Feb
2014-02-15,Sargents Mesa,14,Feb
2014-03-01,Sargents Mesa,16,Mar
2014-03-15,Sargents Mesa,14,Mar
2014-04-01,Sargents Mesa,19,Apr
2014-04-15,Sargents Mesa,22,Apr
2014-05-01,Sargents Mesa,24,May
2014-05-15,Sargents Mesa,35,May
2014-06-01,Sargents Mesa,38,Jun
2014-06-15,Sargents Mesa,41,Jun
2014-07-01,Sargents Mesa,44,Jul
2014-07-15,Sargents Mesa,45,Jul
2014-08-01,Sargents Mesa,42,Aug
2014-08-15,Sargents Mesa,41,Aug
2014-09-01,Sargents Mesa,41,Sep
2014-09-15,Sargents Mesa,40,Sep
2014-10-01,Sargents Mesa,29,Oct
2014-10-15,Sargents Mesa,32,Oct
2014-11-01,Sargents Mesa,21,Nov
2014-11-15,Sargents Mesa,14,Nov
2014-12-01,Sargents Mesa,23,Dec
2014-12-15,Sargents Mesa,6,Dec
2015-01-01,Sargents Mesa,15,Jan
2015-01-15,Sargents Mesa,16,Jan
2015-02-01,Sargents Mesa,22,Feb
2015-02-15,Sargents Mesa,9,Feb
2015-03-01,Sargents Mesa,17,Mar
2015-03-15,Sargents Mesa,26,Mar
2015-04-01,Sargents Mesa,22,Apr
2015-04-15,Sargents Mesa,23,Apr
2015-05-01,Sargents Mesa,29,May
2015-05-15,Sargents Mesa,29,May
2015-06-01,Sargents Mesa,39,Jun
2015-06-15,Sargents Mesa,47,Jun
2015-07-01,Sargents Mesa,44,Jul
2015-07-15,Sargents Mesa,44,Jul
2015-08-01,Sargents Mesa,44,Aug
2015-08-15,Sargents Mesa,43,Aug
2015-09-01,Sargents Mesa,42,Sep
2015-09-15,Sargents Mesa,39,Sep
2015-10-01,Sargents Mesa,36,Oct
2015-10-15,Sargents Mesa,29,Oct
2015-11-01,Sargents Mesa,19,Nov
2015-11-15,Sargents Mesa,19,Nov
2015-12-15,Sargents Mesa,1,Dec
2016-01-01,Sargents Mesa,2,Jan
2016-01-15,Sargents Mesa,7,Jan
2016-02-01,Sargents Mesa,11,Feb
2016-02-15,Sargents Mesa,17,Feb
2016-03-01,Sargents Mesa,18,Mar
2016-03-15,Sargents Mesa,14,Mar
2016-04-01,Sargents Mesa,24,Apr
2016-04-15,Sargents Mesa,21,Apr
2016-05-01,Sargents Mesa,28,May
2016-05-15,Sargents Mesa,31,May
2016-06-01,Sargents Mesa,39,Jun
2016-06-15,Sargents Mesa,46,Jun
2016-07-01,Sargents Mesa,47,Jul
2016-07-15,Sargents Mesa,46,Jul
2016-08-01,Sargents Mesa,47,Aug
2016-08-15,Sargents Mesa,38,Aug
2016-09-01,Sargents Mesa,40,Sep
2016-09-15,Sargents Mesa,36,Sep
2016-10-01,Sargents Mesa,32,Oct
2016-10-15,Sargents Mesa,34,Oct
2016-11-01,Sargents Mesa,27,Nov
2016-11-15,Sargents Mesa,14,Nov
2016-12-01,Sargents Mesa,8,Dec
2016-12-15,Sargents Mesa,9,Dec
2017-01-01,Sargents Mesa,14,Jan
2017-01-15,Sargents Mesa,9,Jan
2017-02-01,Sargents Mesa,17,Feb
2017-02-15,Sargents Mesa,9,Feb
2017-03-01,Sargents Mesa,14,Mar
2017-03-15,Sargents Mesa,26,Mar
2017-04-01,Sargents Mesa,22,Apr
2017-04-15,Sargents Mesa,20,Apr
2017-05-01,Sargents Mesa,29,May
2017-05-15,Sargents Mesa,28,May
2017-06-01,Sargents Mesa,40,Jun
2017-06-15,Sargents Mesa,46,Jun
2017-07-01,Sargents Mesa,46,Jul
2017-07-15,Sargents Mesa,45,Jul
2017-08-01,Sargents Mesa,40,Aug
2017-08-15,Sargents Mesa,43,Aug
2017-09-01,Sargents Mesa,43,Sep
2017-09-15,Sargents Mesa,33,Sep
2017-10-01,Sargents Mesa,25,Oct
2017-10-15,Sargents Mesa,28,Oct
2017-11-01,Sargents Mesa,27,Nov
2017-11-15,Sargents Mesa,22,Nov
2017-12-01,Sargents Mesa,11,Dec
2017-12-15,Sargents Mesa,16,Dec
2018-01-01,Sargents Mesa,15,Jan
2018-01-15,Sargents Mesa,10,Jan
2018-02-01,Sargents Mesa,16,Feb
2018-02-15,Sargents Mesa,5,Feb
2018-03-01,Sargents Mesa,12,Mar
2018-03-15,Sargents Mesa,16,Mar
2018-04-01,Sargents Mesa,22,Apr
2018-04-15,Sargents Mesa,20,Apr
2014-10-01,Sawtooth,35,Oct
2014-10-15,Sawtooth,33,Oct
2014-11-01,Sawtooth,20,Nov
2014-11-15,Sawtooth,19,Nov
2014-12-15,Sawtooth,9,Dec
2015-01-01,Sawtooth,18,Jan
2015-01-15,Sawtooth,21,Jan
2015-02-01,Sawtooth,25,Feb
2015-02-15,Sawtooth,7,Feb
2015-03-01,Sawtooth,21,Mar
2015-03-15,Sawtooth,29,Mar
2015-04-01,Sawtooth,25,Apr
2015-04-15,Sawtooth,28,Apr
2015-05-01,Sawtooth,32,May
2015-05-15,Sawtooth,33,May
2015-06-01,Sawtooth,38,Jun
2015-06-15,Sawtooth,45,Jun
2015-07-01,Sawtooth,46,Jul
2015-07-15,Sawtooth,46,Jul
2015-08-01,Sawtooth,48,Aug
2015-08-15,Sawtooth,45,Aug
2015-09-01,Sawtooth,44,Sep
2015-09-15,Sawtooth,42,Sep
2015-10-15,Sawtooth,33,Oct
2015-11-01,Sawtooth,26,Nov
2015-11-15,Sawtooth,14,Nov
2015-12-01,Sawtooth,21,Dec
2015-12-15,Sawtooth,10,Dec
2016-01-01,Sawtooth,15,Jan
2016-01-15,Sawtooth,18,Jan
2016-02-01,Sawtooth,19,Feb
2016-02-15,Sawtooth,23,Feb
2016-03-01,Sawtooth,25,Mar
2016-03-15,Sawtooth,18,Mar
2016-04-01,Sawtooth,29,Apr
2016-04-15,Sawtooth,26,Apr
2016-05-01,Sawtooth,30,May
2016-05-15,Sawtooth,34,May
2016-06-01,Sawtooth,40,Jun
2016-06-15,Sawtooth,47,Jun
2016-07-01,Sawtooth,46,Jul
2016-07-15,Sawtooth,51,Jul
2016-08-01,Sawtooth,47,Aug
2016-08-15,Sawtooth,42,Aug
2016-09-01,Sawtooth,41,Sep
2016-09-15,Sawtooth,39,Sep
2016-10-01,Sawtooth,36,Oct
2016-10-15,Sawtooth,38,Oct
2016-11-15,Sawtooth,22,Nov
2016-12-01,Sawtooth,13,Dec
2016-12-15,Sawtooth,15,Dec
2017-01-01,Sawtooth,13,Jan
2017-01-15,Sawtooth,15,Jan
2017-02-01,Sawtooth,25,Feb
2017-02-15,Sawtooth,18,Feb
2017-03-01,Sawtooth,24,Mar
2017-04-01,Sawtooth,27,Apr
2017-04-15,Sawtooth,25,Apr
2017-05-01,Sawtooth,34,May
2017-05-15,Sawtooth,32,May
2017-06-01,Sawtooth,39,Jun
2017-06-15,Sawtooth,43,Jun
2017-07-01,Sawtooth,46,Jul
2017-07-15,Sawtooth,48,Jul
2017-08-01,Sawtooth,44,Aug
2017-08-15,Sawtooth,45,Aug
2017-09-01,Sawtooth,45,Sep
2017-09-15,Sawtooth,36,Sep
2017-10-01,Sawtooth,30,Oct
2017-10-15,Sawtooth,30,Oct
2017-11-01,Sawtooth,31,Nov
2017-11-15,Sawtooth,30,Nov
2017-12-01,Sawtooth,21,Dec
2017-12-15,Sawtooth,19,Dec
2018-01-01,Sawtooth,23,Jan
2018-01-15,Sawtooth,20,Jan
2018-02-01,Sawtooth,21,Feb
2018-02-15,Sawtooth,10,Feb
2018-03-01,Sawtooth,19,Mar
2018-03-15,Sawtooth,23,Mar
2018-04-01,Sawtooth,25,Apr
2018-04-15,Sawtooth,25,Apr
1985-11-01,Schofield Pass,7,Nov
1985-11-15,Schofield Pass,9,Nov
1985-12-01,Schofield Pass,3,Dec
1985-12-15,Schofield Pass,7,Dec
1986-01-01,Schofield Pass,6,Jan
1986-01-15,Schofield Pass,10,Jan
1986-02-01,Schofield Pass,3,Feb
1986-02-15,Schofield Pass,16,Feb
1986-03-01,Schofield Pass,12,Mar
1986-03-15,Schofield Pass,14,Mar
1986-04-01,Schofield Pass,15,Apr
1986-04-15,Schofield Pass,21,Apr
1986-05-01,Schofield Pass,21,May
1986-05-15,Schofield Pass,27,May
1986-06-01,Schofield Pass,32,Jun
1986-06-15,Schofield Pass,37,Jun
1986-07-01,Schofield Pass,38,Jul
1986-07-15,Schofield Pass,38,Jul
1986-08-01,Schofield Pass,37,Aug
1986-08-15,Schofield Pass,40,Aug
1986-09-01,Schofield Pass,32,Sep
